product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,inserted_at
1b1e7f96bdba2a29b52f73065b193c26,automotivo,56.0,627.0,6.0,1075.0,53.0,4.0,40.0,2024-01-23 12:52:53.013785
1e595b3b56d00f9d6ad0c3215ae2f56d,cama_mesa_banho,48.0,1056.0,1.0,300.0,18.0,8.0,18.0,2024-01-23 12:52:53.013785
93b513d693c7e922381d6aec80dfb639,esporte_lazer,58.0,1715.0,5.0,1550.0,40.0,20.0,20.0,2024-01-23 12:52:53.013785
657ddf22d1f54eb6f9e094190749a85e,fashion_calcados,57.0,404.0,4.0,1400.0,22.0,12.0,33.0,2024-01-23 12:52:53.013785
f3c2d01a84c947b078e32bbef0718962,telefonia,42.0,381.0,1.0,700.0,25.0,2.0,25.0,2024-01-23 12:52:53.013785
754bbcab20b7ec2572eea091259f65a9,bebes,60.0,621.0,1.0,10700.0,40.0,40.0,40.0,2024-01-23 12:52:53.013785
c7b500a3f1823e03cce648e94bf9acc6,pet_shop,39.0,770.0,1.0,158.0,21.0,8.0,16.0,2024-01-23 12:52:53.013785
02c575cb5b29a173624c93f01786440b,informatica_acessorios,46.0,279.0,5.0,200.0,21.0,7.0,14.0,2024-01-23 12:52:53.013785
d31338a9a593a25d79c8fd461f1602d8,eletronicos,52.0,489.0,3.0,200.0,31.0,18.0,38.0,2024-01-23 12:52:53.013785
1e297be46cfe3e932c4faf1c0ae329a2,relogios_presentes,33.0,402.0,1.0,800.0,18.0,10.0,17.0,2024-01-23 12:52:53.013785
78c3942245093508f8e17ffc06a0dfcf,moveis_decoracao,56.0,516.0,3.0,313.0,24.0,15.0,14.0,2024-01-23 12:52:53.013785
fcad6e5643f855de4b616a24e6dd25e4,cama_mesa_banho,53.0,334.0,1.0,15150.0,63.0,30.0,43.0,2024-01-23 12:52:53.013785
0e13c4b4092996e086fd789f7ecb3be8,beleza_saude,41.0,2011.0,1.0,2163.0,30.0,21.0,25.0,2024-01-23 12:52:53.013785
b80921007ed3f68cf6e536e6daf08610,telefonia,58.0,751.0,4.0,300.0,17.0,4.0,12.0,2024-01-23 12:52:53.013785
94950d6ddd0b24c0d15f7f09d61a8148,cama_mesa_banho,56.0,1070.0,2.0,2500.0,45.0,20.0,35.0,2024-01-23 12:52:53.013785
2c72c59ff2a1152826217c15fec06e1a,market_place,49.0,389.0,5.0,150.0,16.0,9.0,11.0,2024-01-23 12:52:53.013785
05d80513da078badb81a5f232e489376,cama_mesa_banho,55.0,867.0,1.0,1100.0,20.0,16.0,20.0,2024-01-23 12:52:53.013785
11969b52203d89d67f5d9aff274fc35d,cama_mesa_banho,53.0,118.0,1.0,700.0,25.0,15.0,20.0,2024-01-23 12:52:53.013785
568c923625669145cc9a644856fccd14,fashion_bolsas_e_acessorios,22.0,233.0,3.0,150.0,18.0,9.0,11.0,2024-01-23 12:52:53.013785
dce4459168283eed926d7af76ba39e02,telefonia,50.0,165.0,3.0,150.0,18.0,6.0,11.0,2024-01-23 12:52:53.013785
56c615d21fa726140efc0c056c41582e,brinquedos,58.0,991.0,8.0,2050.0,59.0,20.0,25.0,2024-01-23 12:52:53.013785
3077f3765ee2f3471ddc0f6d8f007eac,relogios_presentes,32.0,211.0,2.0,600.0,22.0,4.0,11.0,2024-01-23 12:52:53.013785
754ea8d75da6030e9a9bfabce28b0d9f,bebes,50.0,1142.0,1.0,1600.0,40.0,8.0,50.0,2024-01-23 12:52:53.013785
c1fe5eee19b0b5ef9cd3172bbb995bbc,moveis_decoracao,41.0,318.0,1.0,2300.0,37.0,30.0,20.0,2024-01-23 12:52:53.013785
378f61e89b6c50bd26a0a74c6ca046f0,moveis_decoracao,55.0,1472.0,3.0,1000.0,53.0,8.0,11.0,2024-01-23 12:52:53.013785
8eadcea593a48a928f1e2d702e816d60,brinquedos,55.0,466.0,1.0,900.0,30.0,20.0,11.0,2024-01-23 12:52:53.013785
23b943460884877c44de1ed05d357d83,pet_shop,58.0,220.0,1.0,600.0,16.0,11.0,16.0,2024-01-23 12:52:53.013785
12717f7dc7e2daec2771d44b39f477b3,cama_mesa_banho,49.0,120.0,1.0,650.0,34.0,18.0,44.0,2024-01-23 12:52:53.013785
5c33a4aa98f4d394e0014623fc309178,automotivo,59.0,81.0,1.0,450.0,40.0,10.0,15.0,2024-01-23 12:52:53.013785
7c7a6e88e5df5c4aa1d4526a833e59e7,informatica_acessorios,58.0,3869.0,1.0,11750.0,40.0,26.0,42.0,2024-01-23 12:52:53.013785
6fa96cbd1d917acb1ef4bc8040116105,fashion_calcados,55.0,344.0,3.0,1850.0,36.0,37.0,16.0,2024-01-23 12:52:53.013785
d1a7aa885550f1d6803bd8edff173851,informatica_acessorios,41.0,371.0,2.0,5150.0,51.0,15.0,40.0,2024-01-23 12:52:53.013785
67a0da468c31cff23c32dbfb6dcb6b70,cama_mesa_banho,40.0,162.0,1.0,900.0,33.0,9.0,38.0,2024-01-23 12:52:53.013785
e0cf79767c5b016251fe139915c59a26,beleza_saude,55.0,388.0,1.0,250.0,16.0,5.0,15.0,2024-01-23 12:52:53.013785
fcffe8b68efdfe24c139e44753dc505e,cool_stuff,52.0,998.0,1.0,2600.0,42.0,25.0,15.0,2024-01-23 12:52:53.013785
d61872cce665274656bb5ea30d2bd7b0,automotivo,49.0,165.0,1.0,2500.0,30.0,6.0,29.0,2024-01-23 12:52:53.013785
1ea0352ad33ece4164c6f98f2c25bc6f,climatizacao,57.0,735.0,2.0,800.0,40.0,5.0,20.0,2024-01-23 12:52:53.013785
e5f3a09149ee7db697907f61e7366267,livros_interesse_geral,60.0,606.0,1.0,300.0,30.0,2.0,25.0,2024-01-23 12:52:53.013785
bbf67b5098765762a18f2bb06b8b1b43,moveis_decoracao,60.0,2049.0,3.0,2950.0,69.0,11.0,11.0,2024-01-23 12:52:53.013785
505005df95180728667b709c27783732,moveis_escritorio,38.0,2264.0,1.0,11400.0,58.0,35.0,58.0,2024-01-23 12:52:53.013785
f59871b3d9da4c64cbe41ad3dd04dc14,artigos_de_natal,60.0,565.0,3.0,400.0,17.0,21.0,11.0,2024-01-23 12:52:53.013785
ecd5590150f090ae992fb88204802235,eletroportateis,53.0,826.0,3.0,100.0,21.0,6.0,14.0,2024-01-23 12:52:53.013785
0c4a0f8ab44f9acd2d04e7024f9ba362,alimentos,49.0,740.0,1.0,388.0,16.0,16.0,14.0,2024-01-23 12:52:53.013785
15d8ac236009f0d5e74a5033a53ba460,pet_shop,60.0,2582.0,3.0,7150.0,35.0,35.0,35.0,2024-01-23 12:52:53.013785
a14f93c69d3e0d7482819dd023a1d2cd,informatica_acessorios,57.0,100.0,2.0,350.0,32.0,5.0,16.0,2024-01-23 12:52:53.013785
ccb125d39320e9d900107ce4109589dd,eletrodomesticos,49.0,1450.0,1.0,600.0,16.0,10.0,18.0,2024-01-23 12:52:53.013785
548ace38f22cc53db6f049c551d31397,ferramentas_jardim,54.0,413.0,2.0,850.0,24.0,13.0,18.0,2024-01-23 12:52:53.013785
de7df82eb1e48c456b020c2cfb03aeed,esporte_lazer,60.0,333.0,2.0,200.0,30.0,20.0,20.0,2024-01-23 12:52:53.013785
bddc970a859e17f3f60f337ff8d72dfa,cool_stuff,63.0,1190.0,2.0,268.0,12.0,9.0,19.0,2024-01-23 12:52:53.013785
12bf788604339143c88b8ef82ea034d3,fashion_bolsas_e_acessorios,50.0,510.0,4.0,200.0,16.0,3.0,16.0,2024-01-23 12:52:53.013785
b99e4f4fa3f421e0ffbd512d9f152dec,eletronicos,52.0,240.0,1.0,1050.0,22.0,9.0,12.0,2024-01-23 12:52:53.013785
d983df6d3977955580e8585217b9ee42,automotivo,42.0,972.0,2.0,140.0,16.0,13.0,13.0,2024-01-23 12:52:53.013785
964dd0fcba2ca4eff8e31ec74a77d41d,cama_mesa_banho,36.0,495.0,3.0,1250.0,40.0,10.0,30.0,2024-01-23 12:52:53.013785
e61c78a7343d82c0539d27df0f7dfc31,cama_mesa_banho,60.0,268.0,1.0,2700.0,41.0,8.0,36.0,2024-01-23 12:52:53.013785
4aabcc5cb08a8a919cc46a2a7a7d1bd9,ferramentas_jardim,37.0,225.0,4.0,200.0,16.0,4.0,18.0,2024-01-23 12:52:53.013785
652698dafbccac29d78c7ba70dceef10,cool_stuff,44.0,2413.0,1.0,300.0,16.0,19.0,15.0,2024-01-23 12:52:53.013785
f73b281f7f5e628817097f46699dbe83,fashion_bolsas_e_acessorios,55.0,1359.0,1.0,250.0,16.0,2.0,11.0,2024-01-23 12:52:53.013785
23836079685669ea7e1edeb5ea8bfaf7,instrumentos_musicais,43.0,410.0,2.0,7050.0,66.0,17.0,36.0,2024-01-23 12:52:53.013785
cbd63fa909c967a6416090f22a76abd8,informatica_acessorios,45.0,860.0,3.0,825.0,31.0,6.0,12.0,2024-01-23 12:52:53.013785
a1ef17282b89f4c1a3efa6a6a9dbba24,moveis_sala,54.0,1116.0,4.0,8800.0,71.0,18.0,53.0,2024-01-23 12:52:53.013785
9abef3ac1829af69f004c3dcbba958d9,esporte_lazer,46.0,1283.0,1.0,2200.0,20.0,20.0,20.0,2024-01-23 12:52:53.013785
0fe46ce0313d625bd5c3b7e0bb918d55,telefonia,52.0,1455.0,3.0,100.0,16.0,3.0,11.0,2024-01-23 12:52:53.013785
d0a0dff67561da5aff3fb665d91a76e0,moveis_decoracao,56.0,220.0,7.0,1300.0,31.0,11.0,26.0,2024-01-23 12:52:53.013785
83c3e8d261e6afce9e09635a285dab6b,automotivo,42.0,107.0,2.0,1350.0,50.0,20.0,30.0,2024-01-23 12:52:53.013785
b32a26b904950912fc8f6c1f88019d1b,cama_mesa_banho,49.0,729.0,1.0,615.0,20.0,30.0,30.0,2024-01-23 12:52:53.013785
d5afd45d5c0a2f041ae6dd24b7b3f85e,beleza_saude,48.0,678.0,1.0,325.0,21.0,13.0,21.0,2024-01-23 12:52:53.013785
d426c52017387e708aa9e72eb90797b2,eletronicos,34.0,1487.0,1.0,1500.0,16.0,8.0,16.0,2024-01-23 12:52:53.013785
0ce430e210535c2f40fe2f13ca31b441,brinquedos,47.0,499.0,1.0,3675.0,16.0,30.0,42.0,2024-01-23 12:52:53.013785
1c751473f73f132c769bdc74c4e90523,perfumaria,51.0,591.0,1.0,700.0,25.0,16.0,16.0,2024-01-23 12:52:53.013785
a14aea6067b93158e956612c50b74cfa,,,,,12900.0,50.0,30.0,30.0,2024-01-23 12:52:53.013785
268a26bc460de02a94ec05d9ebb4c3e7,informatica_acessorios,51.0,727.0,1.0,650.0,20.0,16.0,20.0,2024-01-23 12:52:53.013785
d4d538563de6b49c547e6997f0f8be32,moveis_decoracao,54.0,2040.0,2.0,500.0,68.0,8.0,13.0,2024-01-23 12:52:53.013785
9653bfe8d97baee3031ad3d15b73584b,automotivo,57.0,773.0,1.0,1350.0,30.0,5.0,20.0,2024-01-23 12:52:53.013785
32e07fd915822b0765e448c4dd74c828,informatica_acessorios,31.0,232.0,1.0,8950.0,45.0,26.0,38.0,2024-01-23 12:52:53.013785
3fc389e2eb3142d4050cc178c82de0a4,moveis_decoracao,46.0,1091.0,1.0,900.0,30.0,30.0,30.0,2024-01-23 12:52:53.013785
e0ce26ae52c9ab0b8c8e42129d6c1996,moveis_decoracao,56.0,297.0,2.0,1050.0,100.0,5.0,11.0,2024-01-23 12:52:53.013785
122f396fa6d0f9070c6e721f8d833d2b,esporte_lazer,59.0,881.0,1.0,18100.0,19.0,12.0,19.0,2024-01-23 12:52:53.013785
2684982519a1eb5b0501094ae96f6cd7,cool_stuff,32.0,1000.0,2.0,761.0,30.0,15.0,20.0,2024-01-23 12:52:53.013785
76426979761800347e9ea486ece96976,moveis_decoracao,56.0,374.0,1.0,800.0,40.0,5.0,11.0,2024-01-23 12:52:53.013785
155a2d804e1562dedf47f5a300115c7c,utilidades_domesticas,56.0,1184.0,1.0,1600.0,35.0,10.0,35.0,2024-01-23 12:52:53.013785
262747acee8ddfe7752c076b899c323f,bebes,30.0,498.0,1.0,13450.0,60.0,32.0,42.0,2024-01-23 12:52:53.013785
dd3e280f0e4930c7234596e43aa4c6f3,papelaria,56.0,321.0,5.0,5850.0,60.0,20.0,29.0,2024-01-23 12:52:53.013785
66240330495ccdc870f005b39e076a60,esporte_lazer,59.0,1617.0,1.0,1200.0,16.0,16.0,18.0,2024-01-23 12:52:53.013785
09e9d1c1a370af902b1b7175400021ee,automotivo,56.0,1040.0,1.0,150.0,16.0,11.0,11.0,2024-01-23 12:52:53.013785
1b43b0a6105ffaa6dae01356daec2657,beleza_saude,57.0,1534.0,1.0,1025.0,30.0,18.0,20.0,2024-01-23 12:52:53.013785
84777fa5b1c62e5e495240dfd0b2f24a,moveis_decoracao,45.0,1151.0,1.0,10667.0,58.0,58.0,19.0,2024-01-23 12:52:53.013785
1e7645125a016e28f2546c914d8e32bf,informatica_acessorios,35.0,1101.0,1.0,300.0,42.0,2.0,30.0,2024-01-23 12:52:53.013785
aa385fbb4c463036286d169216104912,brinquedos,55.0,281.0,1.0,250.0,19.0,10.0,22.0,2024-01-23 12:52:53.013785
46aee891d7e9244b1f05b6ffcd6e8065,esporte_lazer,51.0,315.0,3.0,1000.0,47.0,12.0,29.0,2024-01-23 12:52:53.013785
22c404f4f28ee0c4d62d5af7993ecffa,esporte_lazer,56.0,3446.0,1.0,2000.0,42.0,32.0,32.0,2024-01-23 12:52:53.013785
fb949f35bd1873f846cb7246d9db81b0,moveis_decoracao,57.0,258.0,4.0,600.0,18.0,14.0,15.0,2024-01-23 12:52:53.013785
cb074bc171407ab2a90167782076e919,casa_construcao,57.0,904.0,5.0,500.0,17.0,26.0,17.0,2024-01-23 12:52:53.013785
01c666c82f414c762ad21bffa56e8b49,brinquedos,55.0,242.0,2.0,50.0,25.0,11.0,15.0,2024-01-23 12:52:53.013785
3cc42a29bd64238cf33115a8841b4a6c,bebes,37.0,1166.0,1.0,2000.0,50.0,15.0,40.0,2024-01-23 12:52:53.013785
f95f8434a1ff4885362c44d9d8526579,papelaria,53.0,206.0,1.0,500.0,19.0,49.0,39.0,2024-01-23 12:52:53.013785
4b7de4748108b5353b211255e867cf6a,construcao_ferramentas_ferramentas,46.0,514.0,1.0,3200.0,30.0,20.0,19.0,2024-01-23 12:52:53.013785
32ce8729ae3e7d91243934373ab532ec,ferramentas_jardim,55.0,199.0,1.0,850.0,34.0,3.0,15.0,2024-01-23 12:52:53.013785
5e56d835ab5e03badf5a23368f777341,cool_stuff,45.0,1676.0,2.0,500.0,16.0,3.0,20.0,2024-01-23 12:52:53.013785
fdb0400657b935e026dc0521ba81c3d2,automotivo,49.0,282.0,1.0,150.0,16.0,10.0,16.0,2024-01-23 12:52:53.013785
a87fad1596f3e388977b694287a228b3,informatica_acessorios,55.0,226.0,2.0,400.0,18.0,15.0,16.0,2024-01-23 12:52:53.013785
3548e75fd407073147486bbc50226ac4,cama_mesa_banho,49.0,183.0,1.0,1500.0,31.0,8.0,21.0,2024-01-23 12:52:53.013785
db9c09ef2fa2590a7ca12480603396aa,bebes,42.0,1183.0,1.0,200.0,16.0,2.0,11.0,2024-01-23 12:52:53.013785
bdbfa0a4ac2ed4bc431e7ba6c4971450,eletronicos,44.0,582.0,3.0,1500.0,75.0,3.0,11.0,2024-01-23 12:52:53.013785
666a984f022bec9d8c30060c4bf355c7,informatica_acessorios,43.0,1352.0,1.0,3050.0,23.0,17.0,20.0,2024-01-23 12:52:53.013785
6d8096ca93caea3416a6b24bf411bc86,relogios_presentes,53.0,593.0,2.0,250.0,16.0,11.0,20.0,2024-01-23 12:52:53.013785
6a2909ac21d16b721e4795e7e8ff3e68,esporte_lazer,53.0,618.0,1.0,283.0,24.0,23.0,20.0,2024-01-23 12:52:53.013785
4e43377af2dd03dac8d7b4d0e889559a,brinquedos,23.0,123.0,1.0,275.0,19.0,15.0,15.0,2024-01-23 12:52:53.013785
5afdd6208e8a2f20395ad08f90dfe8d3,automotivo,52.0,347.0,1.0,5400.0,40.0,30.0,40.0,2024-01-23 12:52:53.013785
601246640d8ec23920b0755fd05caf83,automotivo,26.0,325.0,3.0,1531.0,23.0,20.0,19.0,2024-01-23 12:52:53.013785
9dbe11c361aecc0afe873e04c3dd13f5,cama_mesa_banho,53.0,250.0,1.0,1000.0,30.0,5.0,20.0,2024-01-23 12:52:53.013785
d5cf579c6679ff170fe911659e186285,beleza_saude,32.0,1032.0,1.0,150.0,16.0,2.0,11.0,2024-01-23 12:52:53.013785
0b7142355a981ed9a8ba988a0b613dce,automotivo,57.0,868.0,2.0,1100.0,26.0,42.0,18.0,2024-01-23 12:52:53.013785
24529977cad3ed882faa38fd86bb003f,informatica_acessorios,47.0,1119.0,4.0,570.0,21.0,9.0,18.0,2024-01-23 12:52:53.013785
143f3709e0b16bb2f1f5737e74ec15bc,telefonia,33.0,730.0,1.0,500.0,17.0,19.0,14.0,2024-01-23 12:52:53.013785
c82e581a3ec7e992cd06723b0caae96f,pet_shop,32.0,935.0,1.0,500.0,30.0,30.0,30.0,2024-01-23 12:52:53.013785
d76b1ee683f4e9d177c7bc938b6fc0bf,cama_mesa_banho,35.0,165.0,2.0,650.0,36.0,5.0,26.0,2024-01-23 12:52:53.013785
01ea47d0dff23faa8d07ba3f353d2af0,automotivo,39.0,179.0,1.0,300.0,16.0,2.0,11.0,2024-01-23 12:52:53.013785
87b08e712cc4c9fe70984c5a24b29e2f,brinquedos,23.0,475.0,1.0,300.0,25.0,16.0,16.0,2024-01-23 12:52:53.013785
785365b9ad25d832bdde56f305159fdb,cama_mesa_banho,46.0,338.0,1.0,900.0,32.0,14.0,27.0,2024-01-23 12:52:53.013785
7a9ed721a4d9c05cf7edd8f12acbb85c,automotivo,44.0,1085.0,1.0,350.0,26.0,23.0,26.0,2024-01-23 12:52:53.013785
75840050584f39e359b995495e33f997,cool_stuff,57.0,468.0,1.0,1650.0,33.0,44.0,19.0,2024-01-23 12:52:53.013785
a94567e6e87ea78a1be38458e59847dd,eletronicos,60.0,494.0,1.0,350.0,21.0,5.0,13.0,2024-01-23 12:52:53.013785
4520766ec412348b8d4caa5e8a18c464,automotivo,59.0,956.0,1.0,50.0,16.0,16.0,17.0,2024-01-23 12:52:53.013785
77cc62dc80ebe12a0452d1ce0565acdc,esporte_lazer,45.0,2950.0,1.0,1625.0,29.0,21.0,21.0,2024-01-23 12:52:53.013785
27a7e832bcfcd69ff687d611c3e79cbd,perfumaria,56.0,661.0,2.0,600.0,43.0,16.0,27.0,2024-01-23 12:52:53.013785
adbcfc3bef885f1c3f1e1335fe32e45f,brinquedos,48.0,1156.0,1.0,500.0,17.0,10.0,12.0,2024-01-23 12:52:53.013785
56e6dd2e26d45f414905e276ac1dbe9a,fashion_bolsas_e_acessorios,63.0,180.0,4.0,100.0,16.0,5.0,11.0,2024-01-23 12:52:53.013785
8b3fe8c89624abf9d932b87faae6b587,utilidades_domesticas,47.0,396.0,2.0,6050.0,77.0,11.0,33.0,2024-01-23 12:52:53.013785
acd9600b8de0ebd8a85d61f162a30180,papelaria,53.0,484.0,1.0,6700.0,40.0,20.0,50.0,2024-01-23 12:52:53.013785
3986c6e32f39114eff1ded07f1cb16fb,industria_comercio_e_negocios,56.0,220.0,2.0,413.0,16.0,12.0,14.0,2024-01-23 12:52:53.013785
0786b87f44a44896ee0a59373edfcc50,utilidades_domesticas,49.0,397.0,1.0,3500.0,40.0,32.0,40.0,2024-01-23 12:52:53.013785
56c495ddc51801f9e2d32eae8ef252e8,pet_shop,53.0,685.0,1.0,200.0,16.0,16.0,16.0,2024-01-23 12:52:53.013785
6a87e794e29b73452703d95253a29c88,consoles_games,53.0,953.0,1.0,150.0,20.0,3.0,18.0,2024-01-23 12:52:53.013785
4f00b2fac67879a28298642092faa414,telefonia,26.0,561.0,1.0,475.0,18.0,9.0,11.0,2024-01-23 12:52:53.013785
0aed9d548c366ad8058084c1de5100c5,fashion_bolsas_e_acessorios,32.0,408.0,3.0,125.0,18.0,17.0,12.0,2024-01-23 12:52:53.013785
bb3a346d0fc86850244000d0fe5bf5dd,papelaria,49.0,273.0,3.0,400.0,25.0,4.0,20.0,2024-01-23 12:52:53.013785
38f6f11c49e90b02571dea02043c9e3a,moveis_decoracao,55.0,2435.0,2.0,3000.0,69.0,11.0,11.0,2024-01-23 12:52:53.013785
60ee9861f35c13d4a3a2bc10e86bb05b,beleza_saude,58.0,611.0,2.0,1567.0,35.0,25.0,28.0,2024-01-23 12:52:53.013785
42ec84ace63b58b8c5a7ba7be01d5fb8,cool_stuff,52.0,1732.0,10.0,2550.0,24.0,23.0,27.0,2024-01-23 12:52:53.013785
935ecd8480175c412fd8847ccc4eff16,esporte_lazer,36.0,224.0,2.0,2300.0,60.0,15.0,15.0,2024-01-23 12:52:53.013785
8a551a6371de62f6f595bb25c473b877,beleza_saude,34.0,1049.0,1.0,1150.0,19.0,15.0,14.0,2024-01-23 12:52:53.013785
6e74e16f5dc9add0502c7f68c1258f95,esporte_lazer,28.0,486.0,1.0,500.0,25.0,15.0,11.0,2024-01-23 12:52:53.013785
813329d52f377306fa1614ca9a962cd5,telefonia,53.0,428.0,1.0,225.0,18.0,3.0,12.0,2024-01-23 12:52:53.013785
b62a3631a65d7a467406d6ff547c37ac,perfumaria,60.0,776.0,1.0,700.0,22.0,15.0,17.0,2024-01-23 12:52:53.013785
2bf81ae622207551768a47a59930c69f,cama_mesa_banho,56.0,184.0,2.0,600.0,55.0,10.0,50.0,2024-01-23 12:52:53.013785
cb52e6775d816cbdadade36948e81fc8,esporte_lazer,41.0,2035.0,2.0,10000.0,40.0,34.0,44.0,2024-01-23 12:52:53.013785
392751de4e1e7a915ac4d838c3124f6d,informatica_acessorios,48.0,2985.0,4.0,645.0,18.0,16.0,16.0,2024-01-23 12:52:53.013785
c19d3d531fcbc095536275e1ecf643e4,moveis_decoracao,63.0,652.0,2.0,500.0,45.0,15.0,35.0,2024-01-23 12:52:53.013785
1e4ab43607e527a9a558faa24a9e6e81,informatica_acessorios,55.0,653.0,1.0,226.0,23.0,17.0,18.0,2024-01-23 12:52:53.013785
e38e0b558340e87a62ebeacc7b83d8d7,utilidades_domesticas,48.0,996.0,1.0,400.0,25.0,15.0,20.0,2024-01-23 12:52:53.013785
e01a5a164be7867f7684c14d2dc88865,esporte_lazer,21.0,1286.0,1.0,4073.0,23.0,16.0,19.0,2024-01-23 12:52:53.013785
5826c594c45085cd13caed28e97a0133,automotivo,44.0,92.0,1.0,200.0,59.0,23.0,29.0,2024-01-23 12:52:53.013785
c2dc995f95d54b9ea6dd4adb9f149ffd,beleza_saude,55.0,801.0,4.0,350.0,27.0,14.0,23.0,2024-01-23 12:52:53.013785
63de579e88d8a9982d2e279eba56e753,alimentos_bebidas,49.0,835.0,1.0,800.0,31.0,15.0,26.0,2024-01-23 12:52:53.013785
76eb799b655cf6ad3354a092e11246dd,informatica_acessorios,33.0,170.0,2.0,238.0,17.0,9.0,15.0,2024-01-23 12:52:53.013785
dac8681a7a366f747f42546e4922ad41,bebes,46.0,487.0,1.0,15800.0,62.0,47.0,32.0,2024-01-23 12:52:53.013785
b0dda79e79fdc30a862d527ffffdf4bc,esporte_lazer,42.0,1680.0,4.0,550.0,50.0,10.0,25.0,2024-01-23 12:52:53.013785
2ffe22d10951d7d1a864c7117bcfe6c7,cama_mesa_banho,43.0,315.0,1.0,450.0,37.0,5.0,30.0,2024-01-23 12:52:53.013785
4f96fc0061443ee77dd78178bc456ff7,fashion_roupa_masculina,28.0,474.0,2.0,250.0,16.0,16.0,16.0,2024-01-23 12:52:53.013785
b8a69a36a5ebf7a558bf12a864f2e0bb,perfumaria,51.0,934.0,1.0,400.0,27.0,5.0,20.0,2024-01-23 12:52:53.013785
22b389f7d49493889ceda26c606ea0af,utilidades_domesticas,42.0,247.0,1.0,1250.0,16.0,16.0,25.0,2024-01-23 12:52:53.013785
1a37e7d1d8e98b3d70e6eb7d5deee99c,moveis_decoracao,8.0,433.0,1.0,2750.0,25.0,26.0,18.0,2024-01-23 12:52:53.013785
fb2a6e3ef40153f4d8e0296196988bf2,automotivo,58.0,818.0,1.0,3100.0,32.0,12.0,22.0,2024-01-23 12:52:53.013785
2c5fcc9e14a473d00b0b538c1aded7f7,cama_mesa_banho,52.0,837.0,1.0,1800.0,16.0,10.0,16.0,2024-01-23 12:52:53.013785
84b5585dfc98bbd06e91c408c91bf226,automotivo,63.0,1268.0,1.0,350.0,16.0,27.0,11.0,2024-01-23 12:52:53.013785
e9b75636f87ff4fff561c833726f17c0,utilidades_domesticas,59.0,745.0,1.0,18750.0,44.0,93.0,30.0,2024-01-23 12:52:53.013785
ac62cc86d9bf61f8caeee900867190b4,papelaria,50.0,793.0,1.0,425.0,18.0,14.0,16.0,2024-01-23 12:52:53.013785
bf7e253a79f85c001ccefc2827a0fc25,livros_importados,43.0,258.0,1.0,950.0,29.0,3.0,21.0,2024-01-23 12:52:53.013785
096b00d9037146606b19d614cd67ab65,beleza_saude,56.0,406.0,4.0,100.0,16.0,5.0,11.0,2024-01-23 12:52:53.013785
5abfadaca53239a9193e09288bcd7db6,utilidades_domesticas,60.0,430.0,4.0,2200.0,32.0,24.0,32.0,2024-01-23 12:52:53.013785
1cdc69add3346845cb008e938c7db9e0,esporte_lazer,43.0,493.0,1.0,1417.0,19.0,19.0,19.0,2024-01-23 12:52:53.013785
78540167bc14d4024b1aae7adfa2f7c9,beleza_saude,46.0,1290.0,1.0,350.0,19.0,12.0,13.0,2024-01-23 12:52:53.013785
f71a7c95a86564873cd996896b2976f6,informatica_acessorios,60.0,1201.0,5.0,900.0,28.0,29.0,12.0,2024-01-23 12:52:53.013785
78f4d68e23999ab9ed8c249e3662e132,fashion_bolsas_e_acessorios,36.0,826.0,1.0,100.0,16.0,5.0,16.0,2024-01-23 12:52:53.013785
671be61e4013fc77e2d3586ffc1e51f1,esporte_lazer,28.0,710.0,1.0,30000.0,90.0,60.0,50.0,2024-01-23 12:52:53.013785
dd66beca916c169c2a77e40ae2858623,cama_mesa_banho,62.0,313.0,1.0,3300.0,40.0,15.0,35.0,2024-01-23 12:52:53.013785
0c5801458e74f9b6c23b44c331426e30,cool_stuff,56.0,1383.0,6.0,1850.0,18.0,23.0,26.0,2024-01-23 12:52:53.013785
2d2cdc4b136fabbf2f932bf1d1f3a891,cama_mesa_banho,52.0,289.0,1.0,2600.0,35.0,9.0,33.0,2024-01-23 12:52:53.013785
e2ec3791e11dff618b89719b7e264064,fashion_bolsas_e_acessorios,50.0,1359.0,1.0,200.0,16.0,2.0,11.0,2024-01-23 12:52:53.013785
887b93e713558fd03647419a99268159,papelaria,28.0,155.0,3.0,300.0,25.0,3.0,15.0,2024-01-23 12:52:53.013785
cc8a6ff2506f53b738737ef6b4dccd17,beleza_saude,60.0,446.0,2.0,200.0,17.0,5.0,12.0,2024-01-23 12:52:53.013785
8f73613d06e3a557da0249015cbae6b6,moveis_escritorio,54.0,1084.0,1.0,30000.0,48.0,45.0,56.0,2024-01-23 12:52:53.013785
bfbc74aa36c840ed231ac481b9b0199d,beleza_saude,35.0,1299.0,2.0,1145.0,19.0,18.0,15.0,2024-01-23 12:52:53.013785
6f8c25b3c340c81759238ef485d78f23,moveis_decoracao,42.0,136.0,1.0,250.0,16.0,5.0,20.0,2024-01-23 12:52:53.013785
35ad08ea141acf7c484c97075944610f,perfumaria,41.0,402.0,1.0,225.0,16.0,11.0,11.0,2024-01-23 12:52:53.013785
57e089e3103f5cda6a4ce23b77399bdb,bebes,18.0,1194.0,4.0,650.0,20.0,8.0,14.0,2024-01-23 12:52:53.013785
37a4e50cc932108a1a952dcb9c15b0e7,utilidades_domesticas,29.0,327.0,2.0,600.0,35.0,30.0,16.0,2024-01-23 12:52:53.013785
